dish_id,restaurant_id,restaurant_name,dish_name,cuisine,price,spice_level,dietary,rating,city,delivery_time_min,description
240,60,Grand Table #60,Creamy Croissant,Bakery,149,mild,jain,4.2,Delhi,40,"Creamy Croissant - a mild bakery dish, jain, priced at Rs.149. Served at Grand Table #60 in Delhi, rated 4.2 stars."
241,61,Royal Corner #61,Classic Nuggets,Fast Food,149,medium,vegan,4.1,Chennai,44,"Classic Nuggets - a medium fast food dish, vegan, priced at Rs.149. Served at Royal Corner #61 in Chennai, rated 4.1 stars."
242,61,Royal Corner #61,Crispy Quinoa Salad,Healthy Food,399,spicy,veg,4.1,Chennai,44,"Crispy Quinoa Salad - a spicy healthy food dish, veg, priced at Rs.399. Served at Royal Corner #61 in Chennai, rated 4.1 stars."
243,61,Royal Corner #61,Crispy Sprout Salad,Healthy Food,399,medium,jain,4.1,Chennai,44,"Crispy Sprout Salad - a medium healthy food dish, jain, priced at Rs.399. Served at Royal Corner #61 in Chennai, rated 4.1 stars."
244,61,Royal Corner #61,Crispy Cheese Burger,Fast Food,349,very spicy,veg,4.1,Chennai,44,"Crispy Cheese Burger - a very spicy fast food dish, veg, priced at Rs.349. Served at Royal Corner #61 in Chennai, rated 4.1 stars."
245,62,Royal Junction #62,Steamed Milkshake,Beverages,129,mild,vegan,4.5,Hyderabad,20,"Steamed Milkshake - a mild beverages dish, vegan, priced at Rs.129. Served at Royal Junction #62 in Hyderabad, rated 4.5 stars."
246,62,Royal Junction #62,Homestyle Muffin,Bakery,299,spicy,non-veg,4.5,Hyderabad,20,"Homestyle Muffin - a spicy bakery dish, non-veg, priced at Rs.299. Served at Royal Junction #62 in Hyderabad, rated 4.5 stars."
247,62,Royal Junction #62,Spicy Croissant,Bakery,129,mild,vegan,4.5,Hyderabad,20,"Spicy Croissant - a mild bakery dish, vegan, priced at Rs.129. Served at Royal Junction #62 in Hyderabad, rated 4.5 stars."
248,62,Royal Junction #62,Spicy Mango Lassi,Beverages,299,spicy,jain,4.5,Hyderabad,20,"Spicy Mango Lassi - a spicy beverages dish, jain, priced at Rs.299. Served at Royal Junction #62 in Hyderabad, rated 4.5 stars."
249,63,Grand Junction #63,Creamy Bagel,Bakery,399,medium,vegan,3.2,Bangalore,34,"Creamy Bagel - a medium bakery dish, vegan, priced at Rs.399. Served at Grand Junction #63 in Bangalore, rated 3.2 stars."
250,63,Grand Junction #63,Creamy Steak,Continental,399,medium,non-veg,3.2,Bangalore,34,"Creamy Steak - a medium continental dish, non-veg, priced at Rs.399. Served at Grand Junction #63 in Bangalore, rated 3.2 stars."
251,63,Grand Junction #63,Grilled Bagel,Bakery,129,spicy,jain,3.2,Bangalore,34,"Grilled Bagel - a spicy bakery dish, jain, priced at Rs.129. Served at Grand Junction #63 in Bangalore, rated 3.2 stars."
252,63,Grand Junction #63,Crispy Grilled Chicken,Continental,129,very spicy,veg,3.2,Bangalore,34,"Crispy Grilled Chicken - a very spicy continental dish, veg, priced at Rs.129. Served at Grand Junction #63 in Bangalore, rated 3.2 stars."
253,64,Royal Bites #64,Grilled Kathi Roll,Street Food,99,spicy,non-veg,3.1,Mumbai,54,"Grilled Kathi Roll - a spicy street food dish, non-veg, priced at Rs.99. Served at Royal Bites #64 in Mumbai, rated 3.1 stars."
254,64,Royal Bites #64,Roasted Pani Puri,Street Food,149,mild,non-veg,3.1,Mumbai,54,"Roasted Pani Puri - a mild street food dish, non-veg, priced at Rs.149. Served at Royal Bites #64 in Mumbai, rated 3.1 stars."
255,64,Royal Bites #64,Cheesy Bhel Puri,Street Food,399,spicy,non-veg,3.1,Mumbai,54,"Cheesy Bhel Puri - a spicy street food dish, non-veg, priced at Rs.399. Served at Royal Bites #64 in Mumbai, rated 3.1 stars."
256,64,Royal Bites #64,Roasted Vada Pav,Street Food,199,mild,veg,3.1,Mumbai,54,"Roasted Vada Pav - a mild street food dish, veg, priced at Rs.199. Served at Royal Bites #64 in Mumbai, rated 3.1 stars."
257,65,Urban Table #65,Loaded Milkshake,Beverages,399,mild,vegan,3.4,Pune,46,"Loaded Milkshake - a mild beverages dish, vegan, priced at Rs.399. Served at Urban Table #65 in Pune, rated 3.4 stars."
258,65,Urban Table #65,Fiery Milkshake,Beverages,399,spicy,veg,3.4,Pune,46,"Fiery Milkshake - a spicy beverages dish, veg, priced at Rs.399. Served at Urban Table #65 in Pune, rated 3.4 stars."
259,65,Urban Table #65,Tangy Iced Tea,Beverages,249,medium,vegan,3.4,Pune,46,"Tangy Iced Tea - a medium beverages dish, vegan, priced at Rs.249. Served at Urban Table #65 in Pune, rated 3.4 stars."
260,65,Urban Table #65,Steamed Iced Tea,Beverages,129,medium,veg,3.4,Pune,46,"Steamed Iced Tea - a medium beverages dish, veg, priced at Rs.129. Served at Urban Table #65 in Pune, rated 3.4 stars."
261,66,Grand Table #66,Crispy Margherita Pizza,Italian,99,very spicy,vegan,4.7,Mumbai,42,"Crispy Margherita Pizza - a very spicy italian dish, vegan, priced at Rs.99. Served at Grand Table #66 in Mumbai, rated 4.7 stars."
262,66,Grand Table #66,Tangy Manchurian,Chinese,99,very spicy,non-veg,4.7,Mumbai,42,"Tangy Manchurian - a very spicy chinese dish, non-veg, priced at Rs.99. Served at Grand Table #66 in Mumbai, rated 4.7 stars."
263,66,Grand Table #66,Homestyle Manchurian,Chinese,249,spicy,veg,4.7,Mumbai,42,"Homestyle Manchurian - a spicy chinese dish, veg, priced at Rs.249. Served at Grand Table #66 in Mumbai, rated 4.7 stars."
264,66,Grand Table #66,Cheesy Hakka Noodles,Chinese,99,medium,non-veg,4.7,Mumbai,42,"Cheesy Hakka Noodles - a medium chinese dish, non-veg, priced at Rs.99. Served at Grand Table #66 in Mumbai, rated 4.7 stars."
265,67,Grand Junction #67,Creamy Momos,Chinese,349,spicy,vegan,3.1,Hyderabad,22,"Creamy Momos - a spicy chinese dish, vegan, priced at Rs.349. Served at Grand Junction #67 in Hyderabad, rated 3.1 stars."
266,67,Grand Junction #67,Cheesy Hakka Noodles,Chinese,349,mild,vegan,3.1,Hyderabad,22,"Cheesy Hakka Noodles - a mild chinese dish, vegan, priced at Rs.349. Served at Grand Junction #67 in Hyderabad, rated 3.1 stars."
267,67,Grand Junction #67,Grilled Fried Rice,Chinese,199,medium,jain,3.1,Hyderabad,22,"Grilled Fried Rice - a medium chinese dish, jain, priced at Rs.199. Served at Grand Junction #67 in Hyderabad, rated 3.1 stars."
268,67,Grand Junction #67,Fiery Spring Rolls,Chinese,179,medium,non-veg,3.1,Hyderabad,22,"Fiery Spring Rolls - a medium chinese dish, non-veg, priced at Rs.179. Served at Grand Junction #67 in Hyderabad, rated 3.1 stars."
269,68,Grand Junction #68,Spicy Momos,Chinese,179,spicy,veg,4.1,Pune,54,"Spicy Momos - a spicy chinese dish, veg, priced at Rs.179. Served at Grand Junction #68 in Pune, rated 4.1 stars."
270,68,Grand Junction #68,Steamed Mango Lassi,Beverages,299,spicy,veg,4.1,Pune,54,"Steamed Mango Lassi - a spicy beverages dish, veg, priced at Rs.299. Served at Grand Junction #68 in Pune, rated 4.1 stars."
271,68,Grand Junction #68,Crispy Spring Rolls,Chinese,299,very spicy,veg,4.1,Pune,54,"Crispy Spring Rolls - a very spicy chinese dish, veg, priced at Rs.299. Served at Grand Junction #68 in Pune, rated 4.1 stars."
272,68,Grand Junction #68,Creamy Fried Rice,Chinese,99,medium,jain,4.1,Pune,54,"Creamy Fried Rice - a medium chinese dish, jain, priced at Rs.99. Served at Grand Junction #68 in Pune, rated 4.1 stars."
273,69,Urban Bites #69,Fiery Bhel Puri,Street Food,129,mild,non-veg,4.6,Jamshedpur,31,"Fiery Bhel Puri - a mild street food dish, non-veg, priced at Rs.129. Served at Urban Bites #69 in Jamshedpur, rated 4.6 stars."
274,69,Urban Bites #69,Creamy Pav Bhaji,Street Food,99,very spicy,non-veg,4.6,Jamshedpur,31,"Creamy Pav Bhaji - a very spicy street food dish, non-veg, priced at Rs.99. Served at Urban Bites #69 in Jamshedpur, rated 4.6 stars."
275,69,Urban Bites #69,Loaded Steak,Continental,249,very spicy,vegan,4.6,Jamshedpur,31,"Loaded Steak - a very spicy continental dish, vegan, priced at Rs.249. Served at Urban Bites #69 in Jamshedpur, rated 4.6 stars."
276,69,Urban Bites #69,Loaded Rasmalai,Desserts,179,mild,non-veg,4.6,Jamshedpur,31,"Loaded Rasmalai - a mild desserts dish, non-veg, priced at Rs.179. Served at Urban Bites #69 in Jamshedpur, rated 4.6 stars."
277,70,Spice Junction #70,Creamy Cinnamon Roll,Bakery,149,mild,non-veg,4.2,Hyderabad,43,"Creamy Cinnamon Roll - a mild bakery dish, non-veg, priced at Rs.149. Served at Spice Junction #70 in Hyderabad, rated 4.2 stars."
278,70,Spice Junction #70,Classic Bagel,Bakery,299,mild,vegan,4.2,Hyderabad,43,"Classic Bagel - a mild bakery dish, vegan, priced at Rs.299. Served at Spice Junction #70 in Hyderabad, rated 4.2 stars."
279,70,Spice Junction #70,Loaded Bagel,Bakery,349,spicy,veg,4.2,Hyderabad,43,"Loaded Bagel - a spicy bakery dish, veg, priced at Rs.349. Served at Spice Junction #70 in Hyderabad, rated 4.2 stars."
280,70,Spice Junction #70,Steamed Muffin,Bakery,199,mild,non-veg,4.2,Hyderabad,43,"Steamed Muffin - a mild bakery dish, non-veg, priced at Rs.199. Served at Spice Junction #70 in Hyderabad, rated 4.2 stars."
281,71,Spice Bites #71,Creamy Grilled Tofu Bowl,Healthy Food,179,spicy,jain,3.6,Bangalore,23,"Creamy Grilled Tofu Bowl - a spicy healthy food dish, jain, priced at Rs.179. Served at Spice Bites #71 in Bangalore, rated 3.6 stars."
282,71,Spice Bites #71,Loaded Sprout Salad,Healthy Food,149,mild,jain,3.6,Bangalore,23,"Loaded Sprout Salad - a mild healthy food dish, jain, priced at Rs.149. Served at Spice Bites #71 in Bangalore, rated 3.6 stars."
283,71,Spice Bites #71,Roasted Smoothie Bowl,Healthy Food,399,medium,veg,3.6,Bangalore,23,"Roasted Smoothie Bowl - a medium healthy food dish, veg, priced at Rs.399. Served at Spice Bites #71 in Bangalore, rated 3.6 stars."
284,71,Spice Bites #71,Tangy Quinoa Salad,Healthy Food,129,mild,veg,3.6,Bangalore,23,"Tangy Quinoa Salad - a mild healthy food dish, veg, priced at Rs.129. Served at Spice Bites #71 in Bangalore, rated 3.6 stars."
285,72,Urban Table #72,Crispy Pasta Alfredo,Italian,299,spicy,veg,4.3,Delhi,41,"Crispy Pasta Alfredo - a spicy italian dish, veg, priced at Rs.299. Served at Urban Table #72 in Delhi, rated 4.3 stars."
286,72,Urban Table #72,Spicy Margherita Pizza,Italian,129,medium,jain,4.3,Delhi,41,"Spicy Margherita Pizza - a medium italian dish, jain, priced at Rs.129. Served at Urban Table #72 in Delhi, rated 4.3 stars."
287,72,Urban Table #72,Classic Margherita Pizza,Italian,129,mild,jain,4.3,Delhi,41,"Classic Margherita Pizza - a mild italian dish, jain, priced at Rs.129. Served at Urban Table #72 in Delhi, rated 4.3 stars."
288,72,Urban Table #72,Grilled Pasta Alfredo,Italian,299,very spicy,jain,4.3,Delhi,41,"Grilled Pasta Alfredo - a very spicy italian dish, jain, priced at Rs.299. Served at Urban Table #72 in Delhi, rated 4.3 stars."
289,73,Urban Corner #73,Steamed Egg Biryani,Biryani,299,medium,vegan,3.4,Mumbai,39,"Steamed Egg Biryani - a medium biryani dish, vegan, priced at Rs.299. Served at Urban Corner #73 in Mumbai, rated 3.4 stars."
290,73,Urban Corner #73,Loaded Mutton Biryani,Biryani,199,very spicy,non-veg,3.4,Mumbai,39,"Loaded Mutton Biryani - a very spicy biryani dish, non-veg, priced at Rs.199. Served at Urban Corner #73 in Mumbai, rated 3.4 stars."
291,73,Urban Corner #73,Grilled Prawn Biryani,Biryani,179,spicy,jain,3.4,Mumbai,39,"Grilled Prawn Biryani - a spicy biryani dish, jain, priced at Rs.179. Served at Urban Corner #73 in Mumbai, rated 3.4 stars."
292,73,Urban Corner #73,Fiery Soup,Continental,99,mild,vegan,3.4,Mumbai,39,"Fiery Soup - a mild continental dish, vegan, priced at Rs.99. Served at Urban Corner #73 in Mumbai, rated 3.4 stars."
293,74,Urban Corner #74,Homestyle Paneer Tikka,North Indian,179,medium,veg,4.8,Mumbai,39,"Homestyle Paneer Tikka - a medium north indian dish, veg, priced at Rs.179. Served at Urban Corner #74 in Mumbai, rated 4.8 stars."
294,74,Urban Corner #74,Fiery Dal Makhani,North Indian,399,very spicy,vegan,4.8,Mumbai,39,"Fiery Dal Makhani - a very spicy north indian dish, vegan, priced at Rs.399. Served at Urban Corner #74 in Mumbai, rated 4.8 stars."
295,74,Urban Corner #74,Classic Enchiladas,Mexican,299,spicy,non-veg,4.8,Mumbai,39,"Classic Enchiladas - a spicy mexican dish, non-veg, priced at Rs.299. Served at Urban Corner #74 in Mumbai, rated 4.8 stars."
296,74,Urban Corner #74,Grilled Sprout Salad,Healthy Food,179,mild,vegan,4.8,Mumbai,39,"Grilled Sprout Salad - a mild healthy food dish, vegan, priced at Rs.179. Served at Urban Corner #74 in Mumbai, rated 4.8 stars."
297,75,Grand Junction #75,Cheesy Sandwich,Continental,249,medium,non-veg,4.1,Chennai,46,"Cheesy Sandwich - a medium continental dish, non-veg, priced at Rs.249. Served at Grand Junction #75 in Chennai, rated 4.1 stars."
298,75,Grand Junction #75,Steamed Caesar Salad,Continental,179,spicy,veg,4.1,Chennai,46,"Steamed Caesar Salad - a spicy continental dish, veg, priced at Rs.179. Served at Grand Junction #75 in Chennai, rated 4.1 stars."
299,75,Grand Junction #75,Homestyle Soup,Continental,249,medium,non-veg,4.1,Chennai,46,"Homestyle Soup - a medium continental dish, non-veg, priced at Rs.249. Served at Grand Junction #75 in Chennai, rated 4.1 stars."
300,75,Grand Junction #75,Classic Soup,Continental,249,mild,vegan,4.1,Chennai,46,"Classic Soup - a mild continental dish, vegan, priced at Rs.249. Served at Grand Junction #75 in Chennai, rated 4.1 stars."
301,76,Urban Corner #76,Crispy Hot Dog,Fast Food,349,spicy,non-veg,3.7,Mumbai,25,"Crispy Hot Dog - a spicy fast food dish, non-veg, priced at Rs.349. Served at Urban Corner #76 in Mumbai, rated 3.7 stars."
302,76,Urban Corner #76,Creamy Cheese Burger,Fast Food,99,medium,non-veg,3.7,Mumbai,25,"Creamy Cheese Burger - a medium fast food dish, non-veg, priced at Rs.99. Served at Urban Corner #76 in Mumbai, rated 3.7 stars."
303,76,Urban Corner #76,Fiery Hot Dog,Fast Food,99,spicy,non-veg,3.7,Mumbai,25,"Fiery Hot Dog - a spicy fast food dish, non-veg, priced at Rs.99. Served at Urban Corner #76 in Mumbai, rated 3.7 stars."
304,76,Urban Corner #76,Roasted Chicken Wrap,Fast Food,149,spicy,veg,3.7,Mumbai,25,"Roasted Chicken Wrap - a spicy fast food dish, veg, priced at Rs.149. Served at Urban Corner #76 in Mumbai, rated 3.7 stars."
305,77,Cafe Kitchen #77,Grilled Manchurian,Chinese,149,mild,vegan,4.1,Hyderabad,20,"Grilled Manchurian - a mild chinese dish, vegan, priced at Rs.149. Served at Cafe Kitchen #77 in Hyderabad, rated 4.1 stars."
306,77,Cafe Kitchen #77,Roasted Fried Rice,Chinese,299,mild,vegan,4.1,Hyderabad,20,"Roasted Fried Rice - a mild chinese dish, vegan, priced at Rs.299. Served at Cafe Kitchen #77 in Hyderabad, rated 4.1 stars."
307,77,Cafe Kitchen #77,Tangy Nachos,Mexican,149,very spicy,jain,4.1,Hyderabad,20,"Tangy Nachos - a very spicy mexican dish, jain, priced at Rs.149. Served at Cafe Kitchen #77 in Hyderabad, rated 4.1 stars."
308,77,Cafe Kitchen #77,Roasted Burrito Bowl,Mexican,399,spicy,non-veg,4.1,Hyderabad,20,"Roasted Burrito Bowl - a spicy mexican dish, non-veg, priced at Rs.399. Served at Cafe Kitchen #77 in Hyderabad, rated 4.1 stars."
309,78,Royal Kitchen #78,Tangy Iced Tea,Beverages,299,spicy,vegan,3.7,Bangalore,44,"Tangy Iced Tea - a spicy beverages dish, vegan, priced at Rs.299. Served at Royal Kitchen #78 in Bangalore, rated 3.7 stars."
310,78,Royal Kitchen #78,Roasted Chocolate Brownie,Desserts,99,very spicy,veg,3.7,Bangalore,44,"Roasted Chocolate Brownie - a very spicy desserts dish, veg, priced at Rs.99. Served at Royal Kitchen #78 in Bangalore, rated 3.7 stars."
311,78,Royal Kitchen #78,Classic Cheesecake,Desserts,179,mild,jain,3.7,Bangalore,44,"Classic Cheesecake - a mild desserts dish, jain, priced at Rs.179. Served at Royal Kitchen #78 in Bangalore, rated 3.7 stars."
312,78,Royal Kitchen #78,Roasted Ice Cream Sundae,Desserts,129,medium,vegan,3.7,Bangalore,44,"Roasted Ice Cream Sundae - a medium desserts dish, vegan, priced at Rs.129. Served at Royal Kitchen #78 in Bangalore, rated 3.7 stars."
313,79,Spice Corner #79,Steamed Chocolate Brownie,Desserts,129,spicy,jain,4.6,Bangalore,16,"Steamed Chocolate Brownie - a spicy desserts dish, jain, priced at Rs.129. Served at Spice Corner #79 in Bangalore, rated 4.6 stars."
314,79,Spice Corner #79,Crispy Veg Biryani,Biryani,179,mild,vegan,4.6,Bangalore,16,"Crispy Veg Biryani - a mild biryani dish, vegan, priced at Rs.179. Served at Spice Corner #79 in Bangalore, rated 4.6 stars."
315,79,Spice Corner #79,Roasted Gulab Jamun,Desserts,99,mild,jain,4.6,Bangalore,16,"Roasted Gulab Jamun - a mild desserts dish, jain, priced at Rs.99. Served at Spice Corner #79 in Bangalore, rated 4.6 stars."
316,79,Spice Corner #79,Tangy Rasmalai,Desserts,299,very spicy,jain,4.6,Bangalore,16,"Tangy Rasmalai - a very spicy desserts dish, jain, priced at Rs.299. Served at Spice Corner #79 in Bangalore, rated 4.6 stars."
317,80,Royal Table #80,Homestyle Rogan Josh,North Indian,129,very spicy,non-veg,4.5,Mumbai,16,"Homestyle Rogan Josh - a very spicy north indian dish, non-veg, priced at Rs.129. Served at Royal Table #80 in Mumbai, rated 4.5 stars."
318,80,Royal Table #80,Creamy Sandwich,Continental,99,spicy,veg,4.5,Mumbai,16,"Creamy Sandwich - a spicy continental dish, veg, priced at Rs.99. Served at Royal Table #80 in Mumbai, rated 4.5 stars."
319,80,Royal Table #80,Creamy Dal Makhani,North Indian,129,spicy,non-veg,4.5,Mumbai,16,"Creamy Dal Makhani - a spicy north indian dish, non-veg, priced at Rs.129. Served at Royal Table #80 in Mumbai, rated 4.5 stars."
320,80,Royal Table #80,Roasted Paneer Tikka,North Indian,129,mild,vegan,4.5,Mumbai,16,"Roasted Paneer Tikka - a mild north indian dish, vegan, priced at Rs.129. Served at Royal Table #80 in Mumbai, rated 4.5 stars."
321,81,The Junction #81,Homestyle Margherita Pizza,Italian,149,very spicy,non-veg,3.5,Delhi,22,"Homestyle Margherita Pizza - a very spicy italian dish, non-veg, priced at Rs.149. Served at The Junction #81 in Delhi, rated 3.5 stars."
322,81,The Junction #81,Classic Margherita Pizza,Italian,179,medium,jain,3.5,Delhi,22,"Classic Margherita Pizza - a medium italian dish, jain, priced at Rs.179. Served at The Junction #81 in Delhi, rated 3.5 stars."
323,81,The Junction #81,Loaded Lasagna,Italian,179,mild,veg,3.5,Delhi,22,"Loaded Lasagna - a mild italian dish, veg, priced at Rs.179. Served at The Junction #81 in Delhi, rated 3.5 stars."
324,81,The Junction #81,Cheesy Risotto,Italian,349,medium,veg,3.5,Delhi,22,"Cheesy Risotto - a medium italian dish, veg, priced at Rs.349. Served at The Junction #81 in Delhi, rated 3.5 stars."
325,82,Spice Bites #82,Homestyle Mango Lassi,Beverages,129,spicy,jain,4.2,Pune,25,"Homestyle Mango Lassi - a spicy beverages dish, jain, priced at Rs.129. Served at Spice Bites #82 in Pune, rated 4.2 stars."
326,82,Spice Bites #82,Spicy Margherita Pizza,Italian,179,medium,vegan,4.2,Pune,25,"Spicy Margherita Pizza - a medium italian dish, vegan, priced at Rs.179. Served at Spice Bites #82 in Pune, rated 4.2 stars."
327,82,Spice Bites #82,Creamy Garlic Bread,Italian,199,very spicy,jain,4.2,Pune,25,"Creamy Garlic Bread - a very spicy italian dish, jain, priced at Rs.199. Served at Spice Bites #82 in Pune, rated 4.2 stars."
328,82,Spice Bites #82,Creamy Fresh Lime Soda,Beverages,399,very spicy,non-veg,4.2,Pune,25,"Creamy Fresh Lime Soda - a very spicy beverages dish, non-veg, priced at Rs.399. Served at Spice Bites #82 in Pune, rated 4.2 stars."
329,83,The House #83,Classic Quesadilla,Mexican,149,very spicy,veg,4.3,Pune,40,"Classic Quesadilla - a very spicy mexican dish, veg, priced at Rs.149. Served at The House #83 in Pune, rated 4.3 stars."
330,83,The House #83,Fiery Quesadilla,Mexican,199,medium,vegan,4.3,Pune,40,"Fiery Quesadilla - a medium mexican dish, vegan, priced at Rs.199. Served at The House #83 in Pune, rated 4.3 stars."
331,83,The House #83,Roasted Idli Sambar,South Indian,129,mild,vegan,4.3,Pune,40,"Roasted Idli Sambar - a mild south indian dish, vegan, priced at Rs.129. Served at The House #83 in Pune, rated 4.3 stars."
332,83,The House #83,Crispy Enchiladas,Mexican,399,mild,jain,4.3,Pune,40,"Crispy Enchiladas - a mild mexican dish, jain, priced at Rs.399. Served at The House #83 in Pune, rated 4.3 stars."
333,84,Grand Table #84,Cheesy Quesadilla,Mexican,349,medium,jain,3.2,Delhi,53,"Cheesy Quesadilla - a medium mexican dish, jain, priced at Rs.349. Served at Grand Table #84 in Delhi, rated 3.2 stars."
334,84,Grand Table #84,Homestyle Masala Dosa,South Indian,99,medium,veg,3.2,Delhi,53,"Homestyle Masala Dosa - a medium south indian dish, veg, priced at Rs.99. Served at Grand Table #84 in Delhi, rated 3.2 stars."
335,84,Grand Table #84,Tangy Idli Sambar,South Indian,179,medium,non-veg,3.2,Delhi,53,"Tangy Idli Sambar - a medium south indian dish, non-veg, priced at Rs.179. Served at Grand Table #84 in Delhi, rated 3.2 stars."
336,84,Grand Table #84,Creamy Garlic Bread,Italian,299,medium,non-veg,3.2,Delhi,53,"Creamy Garlic Bread - a medium italian dish, non-veg, priced at Rs.299. Served at Grand Table #84 in Delhi, rated 3.2 stars."
337,85,Cafe Kitchen #85,Roasted Bhel Puri,Street Food,129,mild,jain,4.0,Bangalore,19,"Roasted Bhel Puri - a mild street food dish, jain, priced at Rs.129. Served at Cafe Kitchen #85 in Bangalore, rated 4.0 stars."
338,85,Cafe Kitchen #85,Classic Kathi Roll,Street Food,199,very spicy,veg,4.0,Bangalore,19,"Classic Kathi Roll - a very spicy street food dish, veg, priced at Rs.199. Served at Cafe Kitchen #85 in Bangalore, rated 4.0 stars."
339,85,Cafe Kitchen #85,Homestyle Pani Puri,Street Food,149,medium,veg,4.0,Bangalore,19,"Homestyle Pani Puri - a medium street food dish, veg, priced at Rs.149. Served at Cafe Kitchen #85 in Bangalore, rated 4.0 stars."
340,85,Cafe Kitchen #85,Creamy Kathi Roll,Street Food,199,spicy,jain,4.0,Bangalore,19,"Creamy Kathi Roll - a spicy street food dish, jain, priced at Rs.199. Served at Cafe Kitchen #85 in Bangalore, rated 4.0 stars."
341,86,Urban Corner #86,Steamed Egg Biryani,Biryani,349,very spicy,veg,3.8,Mumbai,55,"Steamed Egg Biryani - a very spicy biryani dish, veg, priced at Rs.349. Served at Urban Corner #86 in Mumbai, rated 3.8 stars."
342,86,Urban Corner #86,Homestyle Donut,Bakery,149,very spicy,veg,3.8,Mumbai,55,"Homestyle Donut - a very spicy bakery dish, veg, priced at Rs.149. Served at Urban Corner #86 in Mumbai, rated 3.8 stars."
343,86,Urban Corner #86,Roasted Veg Biryani,Biryani,179,mild,jain,3.8,Mumbai,55,"Roasted Veg Biryani - a mild biryani dish, jain, priced at Rs.179. Served at Urban Corner #86 in Mumbai, rated 3.8 stars."
344,86,Urban Corner #86,Spicy Veg Biryani,Biryani,249,spicy,vegan,3.8,Mumbai,55,"Spicy Veg Biryani - a spicy biryani dish, vegan, priced at Rs.249. Served at Urban Corner #86 in Mumbai, rated 3.8 stars."
345,87,Urban Bites #87,Roasted Momos,Chinese,129,medium,non-veg,4.0,Jamshedpur,54,"Roasted Momos - a medium chinese dish, non-veg, priced at Rs.129. Served at Urban Bites #87 in Jamshedpur, rated 4.0 stars."
346,87,Urban Bites #87,Classic Momos,Chinese,199,very spicy,veg,4.0,Jamshedpur,54,"Classic Momos - a very spicy chinese dish, veg, priced at Rs.199. Served at Urban Bites #87 in Jamshedpur, rated 4.0 stars."
347,87,Urban Bites #87,Crispy Oats Bowl,Healthy Food,299,very spicy,vegan,4.0,Jamshedpur,54,"Crispy Oats Bowl - a very spicy healthy food dish, vegan, priced at Rs.299. Served at Urban Bites #87 in Jamshedpur, rated 4.0 stars."
348,87,Urban Bites #87,Tangy Smoothie Bowl,Healthy Food,129,spicy,jain,4.0,Jamshedpur,54,"Tangy Smoothie Bowl - a spicy healthy food dish, jain, priced at Rs.129. Served at Urban Bites #87 in Jamshedpur, rated 4.0 stars."
349,88,Urban Table #88,Grilled Kathi Roll,Street Food,99,medium,non-veg,3.5,Pune,20,"Grilled Kathi Roll - a medium street food dish, non-veg, priced at Rs.99. Served at Urban Table #88 in Pune, rated 3.5 stars."
350,88,Urban Table #88,Crispy Pani Puri,Street Food,99,very spicy,veg,3.5,Pune,20,"Crispy Pani Puri - a very spicy street food dish, veg, priced at Rs.99. Served at Urban Table #88 in Pune, rated 3.5 stars."
351,88,Urban Table #88,Loaded Cold Coffee,Beverages,249,very spicy,jain,3.5,Pune,20,"Loaded Cold Coffee - a very spicy beverages dish, jain, priced at Rs.249. Served at Urban Table #88 in Pune, rated 3.5 stars."
352,88,Urban Table #88,Steamed Quinoa Salad,Healthy Food,99,medium,vegan,3.5,Pune,20,"Steamed Quinoa Salad - a medium healthy food dish, vegan, priced at Rs.99. Served at Urban Table #88 in Pune, rated 3.5 stars."
353,89,Urban Junction #89,Fiery Risotto,Italian,149,very spicy,vegan,4.3,Pune,16,"Fiery Risotto - a very spicy italian dish, vegan, priced at Rs.149. Served at Urban Junction #89 in Pune, rated 4.3 stars."
354,89,Urban Junction #89,Loaded Pasta Alfredo,Italian,129,spicy,veg,4.3,Pune,16,"Loaded Pasta Alfredo - a spicy italian dish, veg, priced at Rs.129. Served at Urban Junction #89 in Pune, rated 4.3 stars."
355,89,Urban Junction #89,Tangy Margherita Pizza,Italian,179,medium,non-veg,4.3,Pune,16,"Tangy Margherita Pizza - a medium italian dish, non-veg, priced at Rs.179. Served at Urban Junction #89 in Pune, rated 4.3 stars."
356,89,Urban Junction #89,Steamed Fresh Lime Soda,Beverages,299,mild,veg,4.3,Pune,16,"Steamed Fresh Lime Soda - a mild beverages dish, veg, priced at Rs.299. Served at Urban Junction #89 in Pune, rated 4.3 stars."
357,90,Urban Bites #90,Steamed Manchurian,Chinese,149,mild,non-veg,4.5,Bangalore,32,"Steamed Manchurian - a mild chinese dish, non-veg, priced at Rs.149. Served at Urban Bites #90 in Bangalore, rated 4.5 stars."
358,90,Urban Bites #90,Loaded Spring Rolls,Chinese,199,very spicy,jain,4.5,Bangalore,32,"Loaded Spring Rolls - a very spicy chinese dish, jain, priced at Rs.199. Served at Urban Bites #90 in Bangalore, rated 4.5 stars."
359,90,Urban Bites #90,Loaded Momos,Chinese,179,very spicy,vegan,4.5,Bangalore,32,"Loaded Momos - a very spicy chinese dish, vegan, priced at Rs.179. Served at Urban Bites #90 in Bangalore, rated 4.5 stars."
360,90,Urban Bites #90,Creamy Spring Rolls,Chinese,99,spicy,vegan,4.5,Bangalore,32,"Creamy Spring Rolls - a spicy chinese dish, vegan, priced at Rs.99. Served at Urban Bites #90 in Bangalore, rated 4.5 stars."
